Term Locale,Term Category,Court ID,Level,Jurisdiction,Court Type,Court Name,Alias
,,,Court of first instance,Ohio,Trial Court,Jefferson County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Knox County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Lake County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Lawrence County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Licking County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Logan County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Lorain County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Lucas County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Madison County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Mahoning County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Marion County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Medina County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Meigs County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Mercer County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Miami County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Monroe County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Montgomery County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Morgan County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Morrow County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Muskingum County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Noble County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Ottawa County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Paulding County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Perry County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Pickaway County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Pike County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Portage County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Preble County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Putnam County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Richland County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Ross County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Sandusky County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Scioto County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Seneca County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Shelby County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Stark County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Summit County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Trumbull County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Tuscarawas County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Union County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Van Wert County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Vinton County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Warren County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Washington County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Wayne County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Williams County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Wood County Court of Common Pleas,
,,,Court of first instance,Ohio,Trial Court,Wyandot County Court of Common Pleas,
en-US,US State Courts,#REF!,Intermediate appellate court,Ohio,Appellate Court,1st District,Ohio First District Court of Appeals
en-US,US State Courts,#REF!,Intermediate appellate court,Ohio,Appellate Court,2nd District,Ohio Second District Court of Appeals
en-US,US State Courts,#REF!,Intermediate appellate court,Ohio,Appellate Court,3rd District,Ohio Third District Court of Appeals
en-US,US State Courts,#REF!,Intermediate appellate court,Ohio,Appellate Court,4th District,Ohio Fourth District Court of Appeals
en-US,US State Courts,#REF!,Intermediate appellate court,Ohio,Appellate Court,5th District,Ohio Fifth District Court of Appeals
en-US,US State Courts,#REF!,Intermediate appellate court,Ohio,Appellate Court,6th District,Ohio Sixth District Court of Appeals
en-US,US State Courts,#REF!,Intermediate appellate court,Ohio,Appellate Court,7th District,Ohio Seventh District Court of Appeals
en-US,US State Courts,#REF!,Intermediate appellate court,Ohio,Appellate Court,8th District,Ohio Eighth District Court of Appeals
en-US,US State Courts,#REF!,Intermediate appellate court,Ohio,Appellate Court,9th District,Ohio Ninth District Court of Appeals
en-US,US State Courts,#REF!,Intermediate appellate court,Ohio,Appellate Court,10th District,Ohio Tenth District Court of Appeals
en-US,US State Courts,#REF!,Intermediate appellate court,Ohio,Appellate Court,11th District,Ohio Eleventh District Court of Appeals
en-US,US State Courts,#REF!,Intermediate appellate court,Ohio,Appellate Court,12th District,Ohio Twelfth District Court of Appeals
en-US,US State Courts,#REF!,Court of last resort,Ohio,Supreme Court,Supreme Court of Ohio,Ohio Supreme Court
en-US,US State Courts,#REF!,Intermediate appellate court,Oklahoma,Appellate Court,Oklahoma Court of Civil Appeals,
en-US,US State Courts,#REF!,Court of last resort,Oklahoma,Supreme Court,Oklahoma Court of Criminal Appeals,
en-US,US State Courts,#REF!,Court of first instance,Oklahoma,District Court,District 1,
,,,Court of first instance,Oklahoma,District Court,District 2,
,,,Court of first instance,Oklahoma,District Court,District 3,
,,,Court of first instance,Oklahoma,District Court,District 4,
,,,Court of first instance,Oklahoma,District Court,District 5,
,,,Court of first instance,Oklahoma,District Court,District 6,
,,,Court of first instance,Oklahoma,District Court,District 7,
,,,Court of first instance,Oklahoma,District Court,District 8,
,,,Court of first instance,Oklahoma,District Court,District 9,
,,,Court of first instance,Oklahoma,District Court,District 10,
,,,Court of first instance,Oklahoma,District Court,District 11,
,,,Court of first instance,Oklahoma,District Court,District 12,
,,,Court of first instance,Oklahoma,District Court,District 13,
,,,Court of first instance,Oklahoma,District Court,District 14,
,,,Court of first instance,Oklahoma,District Court,District 15,
,,,Court of first instance,Oklahoma,District Court,District 16,
,,,Court of first instance,Oklahoma,District Court,District 17,
,,,Court of first instance,Oklahoma,District Court,District 18,
,,,Court of first instance,Oklahoma,District Court,District 19,
,,,Court of first instance,Oklahoma,District Court,District 20,
,,,Court of first instance,Oklahoma,District Court,District 21,
,,,Court of first instance,Oklahoma,District Court,District 22,
,,,Court of first instance,Oklahoma,District Court,District 23,
,,,Court of first instance,Oklahoma,District Court,District 24,
,,,Court of first instance,Oklahoma,District Court,District 25,
,,,Court of first instance,Oklahoma,District Court,District 26,
en-US,US State Courts,#REF!,Court of last resort,Oklahoma,Supreme Court,Oklahoma Supreme Court,Supreme Court of Oklahoma
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,First Circuit,First Circuit – Jackson
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Second Circuit,Second Circuit – Lane
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Third Circuit,Third Circuit – Marion
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Fourth Circuit,Fourth Circuit – Multnomah
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Fifth Circuit,Fifth Circuit – Clackamas
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Sixth Circuit,"Sixth Circuit – Umatilla, Morrow"
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Seventh Circuit,"Seventh Circuit – Sherman, Gilliam, Wheeler, Wasco, Hood River"
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Eighth Circuit,Eighth Circuit – Baker
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Ninth Circuit,Ninth Circuit – Malheur
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Tenth Circuit,"Tenth Circuit – Wallowa, Union"
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Eleventh Circuit,Eleventh Circuit – Deschutes
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Twelfth Circuit,Twelfth Circuit – Polk
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Thirteenth Circuit,Thirteenth Circuit – Klamath
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Fourteenth Circuit,Fourteenth Circuit – Josephine
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Fifteenth Circuit,"Fifteenth Circuit – Coos, Curry"
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Sixteenth Circuit,Sixteenth Circuit – Douglas
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Seventeenth Circuit,Seventeenth Circuit – Lincoln
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Eighteenth Circuit,Eighteenth Circuit – Clatsop
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Nineteenth Circuit,Nineteenth Circuit – Columbia
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Twentieth Circuit,Twentieth Circuit – Washington
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Twenty-first Circuit,Twenty-first Circuit – Benton
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Twenty-second Circuit,"Twenty-second Circuit – Crook, Jefferson"
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Twenty-third Circuit,Twenty-third Circuit – Linn
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Twenty-fourth Circuit,"Twenty-fourth Circuit – Harney, Grant"
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Twenty-fifth Circuit,Twenty-fifth Circuit – Yamhill
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Twenty-sixth Circuit,Twenty-sixth Circuit – Lake
en-US,US State Courts,#REF!,Court of first instance,Oregon,Circuit Court,Twenty-seventh Circuit,Twenty-seventh Circuit – Tillamook
en-US,US State Courts,#REF!,Intermediate appellate court,Oregon,Appellate Court,Oregon Court of Appeals,
en-US,US State Courts,#REF!,Court of last resort,Oregon,Supreme Court,Oregon Supreme Court,
en-US,US State Courts,#REF!,Intermediate appellate court,Pennsylvania,Appellate Court,Commonwealth Court of Pennsylvania,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Philadelphia County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Lancaster County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Northampton County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Tioga County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Allegheny County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Erie County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Bucks County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Northumberland County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Cumberland County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Westmoreland County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Luzerne County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Dauphin County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Greene County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Fayette County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Chester County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Somerset County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Snyder County and Union County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Clarion County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,York County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Huntingdon County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Schuylkill County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Wayne County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Berks County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Blair County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Clinton County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Columbia County and Montour County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Washington County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Venango County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Lycoming County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Crawford County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Lehigh County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Delaware County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Armstrong County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Susquehanna County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Mercer County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Beaver County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Forest County and Warren County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Montgomery County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Franklin County and Fulton County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Indiana County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Juniata County and Perry County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Bradford County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Monroe County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Sullivan County and Wyoming County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Lackawanna County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Clearfield County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Cambria County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,McKean County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Centre County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Butler County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Adams County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Lebanon County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Lawrence County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Jefferson County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Potter County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Carbon County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Bedford County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Mifflin County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Cameron County and Elk County Judicial District,
en-US,US State Courts,#REF!,Court of first instance,Pennsylvania,Trial Court,Pike County Judicial District,
en-US,US State Courts,#REF!,Intermediate appellate court,Pennsylvania,Appellate Court,Superior Court of Pennsylvania,
en-US,US State Courts,#REF!,Court of last resort,Pennsylvania,Supreme Court,Supreme Court of Pennsylvania,
en-US,US State Courts,#REF!,Intermediate appellate court,Puerto Rico,Appellate Court,Court of Appeals of Puerto Rico,Tribunal de Apelaciones
en-US,US State Courts,#REF!,Court of first instance,Puerto Rico,Superior Court,Puerto Rico Superior Court,Tribunal Superior
en-US,US State Courts,#REF!,Court of last resort,Puerto Rico,Supreme Court,Supreme Court of Puerto Rico,Tribunal Supremo de Puerto Rico
en-US,US State Courts,#REF!,Court of first instance,Rhode Island,Superior Court,Rhode Island Superior Court,
en-US,US State Courts,#REF!,Court of last resort,Rhode Island,Supreme Court,Rhode Island Supreme Court,
en-US,US State Courts,#REF!,Court of first instance,South Carolina,Circuit Court,First Circuit,
en-US,US State Courts,#REF!,Court of first instance,South Carolina,Circuit Court,Second Circuit,
en-US,US State Courts,#REF!,Court of first instance,South Carolina,Circuit Court,Third Circuit,
en-US,US State Courts,#REF!,Court of first instance,South Carolina,Circuit Court,Fourth Circuit,
en-US,US State Courts,#REF!,Court of first instance,South Carolina,Circuit Court,Fifth Circuit,
en-US,US State Courts,#REF!,Court of first instance,South Carolina,Circuit Court,Sixth Circuit,
en-US,US State Courts,#REF!,Court of first instance,South Carolina,Circuit Court,Seventh Circuit,
en-US,US State Courts,#REF!,Court of first instance,South Carolina,Circuit Court,Eighth Circuit,
en-US,US State Courts,#REF!,Court of first instance,South Carolina,Circuit Court,Ninth Circuit,
en-US,US State Courts,#REF!,Court of first instance,South Carolina,Circuit Court,Tenth Circuit,
en-US,US State Courts,#REF!,Court of first instance,South Carolina,Circuit Court,Eleventh Circuit,
en-US,US State Courts,#REF!,Court of first instance,South Carolina,Circuit Court,Twelfth Circuit,
en-US,US State Courts,#REF!,Court of first instance,South Carolina,Circuit Court,Thirteenth Circuit,
en-US,US State Courts,#REF!,Court of first instance,South Carolina,Circuit Court,Fourteenth Circuit,
en-US,US State Courts,#REF!,Court of first instance,South Carolina,Circuit Court,Fifteenth Circuit,
en-US,US State Courts,#REF!,Court of first instance,South Carolina,Circuit Court,Sixteenth Circuit,
en-US,US State Courts,#REF!,Intermediate appellate court,South Carolina,Appellate Court,South Carolina Court of Appeals,
en-US,US State Courts,#REF!,Court of last resort,South Carolina,Supreme Court,South Carolina Supreme Court,
en-US,US State Courts,#REF!,Court of first instance,South Dakota,Circuit Court,1st Judicial District,First Judicial Circuit Court
en-US,US State Courts,#REF!,Court of first instance,South Dakota,Circuit Court,2nd Judicial District,Second Judicial Circuit Court
en-US,US State Courts,#REF!,Court of first instance,South Dakota,Circuit Court,3rd Judicial District,Third Judicial Circuit Court
en-US,US State Courts,#REF!,Court of first instance,South Dakota,Circuit Court,4th Judicial District,Fourth Judicial Circuit Court
en-US,US State Courts,#REF!,Court of first instance,South Dakota,Circuit Court,5th Judicial District,Fifth Judicial Circuit Court
en-US,US State Courts,#REF!,Court of first instance,South Dakota,Circuit Court,6th Judicial District,Sixth Judicial Circuit Court
en-US,US State Courts,#REF!,Court of first instance,South Dakota,Circuit Court,7th Judicial District,Seventh Judicial Circuit Court
en-US,US State Courts,#REF!,Court of last resort,South Dakota,Supreme Court,South Dakota Supreme Court,
,,,Court of first instance,Tennessee,Chancery Court,1st Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,2nd Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,3rd Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,4th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,5th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,6th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,7th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,8th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,9th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,10th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,11th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,12th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,13th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,14th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,15th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,16th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,17th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,18th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,19th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,20th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,21st Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,22nd Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,23rd Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,24th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,25th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,26th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,27th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,28th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,29th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,30th Judicial District,
,,,Court of first instance,Tennessee,Chancery Court,31st Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,1st Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,2nd Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,3rd Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,4th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,5th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,6th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,7th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,8th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,9th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,10th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,11th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,12th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,13th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,14th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,15th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,16th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,17th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,18th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,19th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,20th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,21st Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,22nd Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,23rd Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,24th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,25th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,26th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,27th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,28th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,29th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,30th Judicial District,
,,,Court of first instance,Tennessee,Circuit Court,31st Judicial District,
,,,Court of first instance,Tennessee,Criminal Court,1st Judicial District,
,,,Court of first instance,Tennessee,Criminal Court,2nd Judicial District,
,,,Court of first instance,Tennessee,Criminal Court,3rd Judicial District,
,,,Court of first instance,Tennessee,Criminal Court,6th Judicial District,
,,,Court of first instance,Tennessee,Criminal Court,8th Judicial District,
,,,Court of first instance,Tennessee,Criminal Court,9th Judicial District,
,,,Court of first instance,Tennessee,Criminal Court,10th Judicial District,
,,,Court of first instance,Tennessee,Criminal Court,11th Judicial District,
,,,Court of first instance,Tennessee,Criminal Court,13th Judicial District,
,,,Court of first instance,Tennessee,Criminal Court,15th Judicial District,
,,,Court of first instance,Tennessee,Criminal Court,18th Judicial District,
,,,Court of first instance,Tennessee,Criminal Court,20th Judicial District,
,,,Court of first instance,Tennessee,Criminal Court,30th Judicial District,
en-US,US State Courts,#REF!,Intermediate appellate court,Tennessee,Appellate Court,Tennessee Court of Appeals,
en-US,US State Courts,#REF!,Intermediate appellate court,Tennessee,Appellate Court,Tennessee Court of Criminal Appeals,
en-US,US State Courts,#REF!,Court of last resort,Tennessee,Supreme Court,Tennessee Supreme Court,
en-US,US State Courts,#REF!,Intermediate appellate court,Texas,Appellate Court,First Court of Appeals of Texas,
en-US,US State Courts,#REF!,Intermediate appellate court,Texas,Appellate Court,Second Court of Appeals of Texas,
en-US,US State Courts,#REF!,Intermediate appellate court,Texas,Appellate Court,Third Court of Appeals of Texas,
en-US,US State Courts,#REF!,Intermediate appellate court,Texas,Appellate Court,Fourth Court of Appeals of Texas,
en-US,US State Courts,#REF!,Intermediate appellate court,Texas,Appellate Court,Fifth Court of Appeals of Texas,
en-US,US State Courts,#REF!,Intermediate appellate court,Texas,Appellate Court,Sixth Court of Appeals of Texas,
en-US,US State Courts,#REF!,Intermediate appellate court,Texas,Appellate Court,Seventh Court of Appeals of Texas,
en-US,US State Courts,#REF!,Intermediate appellate court,Texas,Appellate Court,Eighth Court of Appeals of Texas,
en-US,US State Courts,#REF!,Intermediate appellate court,Texas,Appellate Court,Ninth Court of Appeals of Texas,
en-US,US State Courts,#REF!,Intermediate appellate court,Texas,Appellate Court,Tenth Court of Appeals of Texas,
en-US,US State Courts,#REF!,Intermediate appellate court,Texas,Appellate Court,Eleventh Court of Appeals of Texas,
en-US,US State Courts,#REF!,Intermediate appellate court,Texas,Appellate Court,Twelfth Court of Appeals of Texas,
en-US,US State Courts,#REF!,Intermediate appellate court,Texas,Appellate Court,Thirteenth Court of Appeals of Texas,
en-US,US State Courts,#REF!,Intermediate appellate court,Texas,Appellate Court,Fourteenth Court of Appeals of Texas,
en-US,US State Courts,#REF!,Court of last resort,Texas,Supreme Court,Texas Court of Criminal Appeals,CCA
en-US,US State Courts,#REF!,Court of first instance,Texas,District Court,1st District Court,
,,,Court of first instance,Texas,District Court,1st District Court,
,,,Court of first instance,Texas,District Court,2nd District Court,
,,,Court of first instance,Texas,District Court,3rd District Court,
,,,Court of first instance,Texas,District Court,4th District Court,
,,,Court of first instance,Texas,District Court,5th District Court,
,,,Court of first instance,Texas,District Court,6th District Court,
,,,Court of first instance,Texas,District Court,7th District Court,
,,,Court of first instance,Texas,District Court,8th District Court,
,,,Court of first instance,Texas,District Court,9th District Court,
,,,Court of first instance,Texas,District Court,10th District Court,
,,,Court of first instance,Texas,District Court,11th District Court,
,,,Court of first instance,Texas,District Court,12th District Court,
,,,Court of first instance,Texas,District Court,13th District Court,
,,,Court of first instance,Texas,District Court,14th District Court,
,,,Court of first instance,Texas,District Court,15th District Court,
,,,Court of first instance,Texas,District Court,16th District Court,
,,,Court of first instance,Texas,District Court,17th District Court,
,,,Court of first instance,Texas,District Court,18th District Court,
,,,Court of first instance,Texas,District Court,19th District Court,
,,,Court of first instance,Texas,District Court,20th District Court,
,,,Court of first instance,Texas,District Court,21st District Court,
,,,Court of first instance,Texas,District Court,22nd District Court,
,,,Court of first instance,Texas,District Court,23rd District Court,
,,,Court of first instance,Texas,District Court,24th District Court,
,,,Court of first instance,Texas,District Court,25th District Court,
,,,Court of first instance,Texas,District Court,26th District Court,
,,,Court of first instance,Texas,District Court,27th District Court,
,,,Court of first instance,Texas,District Court,28th District Court,
,,,Court of first instance,Texas,District Court,29th District Court,
,,,Court of first instance,Texas,District Court,30th District Court,
