Term Locale,Term Category,Subcategory,Term,Alias,CaseSensitive
en-US,Geopolitical - Agencies,Nevada Agencies,Nevada Department of Transportation,,FALSE
en-US,Geopolitical - Agencies,Nevada Agencies,Nevada Division of Child and Family Services,,FALSE
en-US,Geopolitical - Agencies,Nevada Agencies,Nevada Executive Ethics Commission,,FALSE
en-US,Geopolitical - Agencies,Nevada Agencies,Nevada Legislative Ethics Commission,,FALSE
en-US,Geopolitical - Agencies,Nevada Agencies,Nevada Public Utilities Commission,,FALSE
en-US,Geopolitical - Agencies,Nevada Agencies,Nevada State Board of Medical Examiners,,FALSE
en-US,Geopolitical - Agencies,Nevada Agencies,Agency for Nuclear Projects,,FALSE
en-US,Geopolitical - Agencies,Nevada Agencies,Nevada Railroad Commission,,FALSE
en-US,Geopolitical - Agencies,Nevada Agencies,Nevada Renewable Energy and Energy Efficiency Authority,,FALSE
en-US,Geopolitical - Agencies,Nevada Agencies,List of Nevada state agencies,,FALSE
en-US,Geopolitical - Agencies,Nevada Agencies,Nevada State Treasurer,,FALSE
en-US,Geopolitical - Agencies,Nevada Agencies,Nevada Department of Wildlife,,FALSE
en-US,Geopolitical - Agencies,New Hampshire Agencies,New Hampshire Department of Education,,FALSE
en-US,Geopolitical - Agencies,New Hampshire Agencies,New Hampshire Film and Television Office,,FALSE
en-US,Geopolitical - Agencies,New Hampshire Agencies,New Hampshire Fish and Game Department,,FALSE
en-US,Geopolitical - Agencies,New Hampshire Agencies,New Hampshire Department of Health & Human Services,,FALSE
en-US,Geopolitical - Agencies,New Hampshire Agencies,New Hampshire Department of Justice,,FALSE
en-US,Geopolitical - Agencies,New Hampshire Agencies,New Hampshire Liquor Commission,,FALSE
en-US,Geopolitical - Agencies,New Hampshire Agencies,New Hampshire Lottery,,FALSE
en-US,Geopolitical - Agencies,New Hampshire Agencies,New Hampshire Division of Parks and Recreation,,FALSE
en-US,Geopolitical - Agencies,New Hampshire Agencies,New Hampshire Police Standards and Training Council,,FALSE
en-US,Geopolitical - Agencies,New Hampshire Agencies,New Hampshire Public Utilities Commission,,FALSE
en-US,Geopolitical - Agencies,New Hampshire Agencies,New Hampshire Real Estate Commission,,FALSE
en-US,Geopolitical - Agencies,New Hampshire Agencies,New Hampshire Retirement System,,FALSE
en-US,Geopolitical - Agencies,New Hampshire Agencies,New Hampshire Department of Safety,,FALSE
en-US,Geopolitical - Agencies,New Hampshire Agencies,New Hampshire Department of Transportation,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Department of Agriculture,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey State Athletic Control Board,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Department of Banking and Insurance,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Board of Public Utilities,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Casino Control Commission,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,Casino Reinvestment Development Authority,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Department of Community Affairs,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Division of Consumer Affairs,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,Council on Affordable Housing,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey State Council on the Arts,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,Division of Child Protection and Permanency,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Economic Development Authority,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Department of Education,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Department of Environmental Protection,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Forest Fire Service,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Department of Health and Senior Services,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,Highlands Water Protection and Planning Council,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Historical Commission,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Commission on Holocaust Education,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Department of Labor and Workforce Development,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,List of New Jersey state firewardens,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Motor Vehicle Commission,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Department of Military and Veterans Affairs,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Department of the Public Advocate,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Detective Agency,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Division of the Rate Counsel,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Election Law Enforcement Commission,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Juvenile Justice Commission,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Lottery,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey State Detectives,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey State Library,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey State Police,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Tidelands Resource Council,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Turnpike Authority,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,North Jersey Transportation Planning Authority,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Division of Fish and Wildlife,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Division of Parks and Forestry,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey State Planning Commission,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Schools Development Authority,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,South Jersey Transportation Authority,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Sports and Exposition Authority,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Department of Transportation,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Department of the Treasury,,FALSE
en-US,Geopolitical - Agencies,New Jersey Agencies,New Jersey Wine Industry Advisory Council,,FALSE
en-US,Geopolitical - Agencies,New Mexico Agencies,New Mexico Department of Transportation,,FALSE
en-US,Geopolitical - Agencies,New Mexico Agencies,New Mexico Livestock Board,,FALSE
en-US,Geopolitical - Agencies,New Mexico Agencies,New Mexico Alcohol and Gaming Division,,FALSE
en-US,Geopolitical - Agencies,New Mexico Agencies,"New Mexico Children, Youth, and Families Department",,FALSE
en-US,Geopolitical - Agencies,New Mexico Agencies,New Mexico Department of Cultural Affairs,,FALSE
en-US,Geopolitical - Agencies,New Mexico Agencies,New Mexico Historic Preservation Division,,FALSE
en-US,Geopolitical - Agencies,New Mexico Agencies,New Mexico Motor Vehicle Division,,FALSE
en-US,Geopolitical - Agencies,New Mexico Agencies,New Mexico Spaceport Authority,,FALSE
en-US,Geopolitical - Agencies,New Mexico Agencies,New Mexico Taxation and Revenue Department,,FALSE
en-US,Geopolitical - Agencies,New Mexico Agencies,New Mexico Tourism Department,,FALSE
en-US,Geopolitical - Agencies,New Mexico Agencies,New Mexico Public Education Department,,FALSE
en-US,Geopolitical - Agencies,New Mexico Agencies,New Mexico Public Regulation Commission,,FALSE
en-US,Geopolitical - Agencies,New York Agencies,New York State Athletic Commission,,FALSE
en-US,Geopolitical - Agencies,New York Agencies,New York State Gaming Commission,,FALSE
en-US,Geopolitical - Agencies,New York Agencies,Legislative Bill Drafting Commission,,FALSE
en-US,Geopolitical - Agencies,New York Agencies,New York State Division of Military and Naval Affairs,,FALSE
en-US,Geopolitical - Agencies,New York Agencies,New York State Board of Elections,,FALSE
en-US,Geopolitical - Agencies,New York Agencies,New York State Commission of Correction,,FALSE
en-US,Geopolitical - Agencies,New York Agencies,New York State Department of Transportation,,FALSE
en-US,Geopolitical - Agencies,New York Agencies,New York State Financial Control Board,,FALSE
en-US,Geopolitical - Agencies,New York Agencies,New York State Office for the Prevention of Domestic Violence,,FALSE
en-US,Geopolitical - Agencies,New York Agencies,"New York State Office of Parks, Recreation and Historic Preservation",,FALSE
en-US,Geopolitical - Agencies,New York Agencies,New York State Public Authorities Control Board,,FALSE
en-US,Geopolitical - Agencies,New York Agencies,Office of Professional Medical Conduct,,FALSE
en-US,Geopolitical - Agencies,New York Agencies,Spending and Government Efficiency Commission,,FALSE
en-US,Geopolitical - Agencies,New York Agencies,New York State Commission on Judicial Conduct,,FALSE
en-US,Geopolitical - Agencies,North Carolina Agencies,North Carolina Department of Environmental Quality,,FALSE
en-US,Geopolitical - Agencies,North Carolina Agencies,North Carolina Department of Public Instruction,,FALSE
en-US,Geopolitical - Agencies,North Carolina Agencies,North Carolina Division of Motor Vehicles,,FALSE
en-US,Geopolitical - Agencies,North Carolina Agencies,North Carolina Division of Forest Resources,,FALSE
en-US,Geopolitical - Agencies,North Carolina Agencies,North Carolina Forest Service,,FALSE
en-US,Geopolitical - Agencies,North Carolina Agencies,North Carolina Department of Health and Human Services,,FALSE
en-US,Geopolitical - Agencies,North Carolina Agencies,North Carolina Department of Agriculture and Consumer Services,,FALSE
en-US,Geopolitical - Agencies,North Carolina Agencies,North Carolina Department of Juvenile Justice and Delinquency Prevention,,FALSE
en-US,Geopolitical - Agencies,North Carolina Agencies,North Carolina Department of Military and Veterans Affairs,,FALSE
en-US,Geopolitical - Agencies,North Carolina Agencies,North Carolina Department of Natural and Cultural Resources,,FALSE
en-US,Geopolitical - Agencies,North Carolina Agencies,North Carolina Safety and Emission Vehicle Inspection,,FALSE
en-US,Geopolitical - Agencies,North Carolina Agencies,North Carolina State Board of Dental Examiners,,FALSE
en-US,Geopolitical - Agencies,North Carolina Agencies,North Carolina Utilities Commission,,FALSE
en-US,Geopolitical - Agencies,North Carolina Agencies,North Carolina Wildlife Resources Commission,,FALSE
en-US,Geopolitical - Agencies,North Dakota Agencies,Bank of North Dakota,,FALSE
en-US,Geopolitical - Agencies,North Dakota Agencies,North Dakota Department of Agriculture,,FALSE
en-US,Geopolitical - Agencies,North Dakota Agencies,North Dakota Department of Career and Technical Education,,FALSE
en-US,Geopolitical - Agencies,North Dakota Agencies,North Dakota Department of Labor,,FALSE
en-US,Geopolitical - Agencies,North Dakota Agencies,North Dakota Department of Public Instruction,,FALSE
en-US,Geopolitical - Agencies,North Dakota Agencies,North Dakota Department of Transportation,,FALSE
en-US,Geopolitical - Agencies,North Dakota Agencies,North Dakota Lottery,,FALSE
en-US,Geopolitical - Agencies,North Dakota Agencies,North Dakota Mill and Elevator,,FALSE
en-US,Geopolitical - Agencies,North Dakota Agencies,North Dakota State Board of Higher Education,,FALSE
en-US,Geopolitical - Agencies,North Dakota Agencies,North Dakota Workforce Safety and Insurance,,FALSE
en-US,Geopolitical - Agencies,North Dakota Agencies,North Dakota Public Service Commission,,FALSE
en-US,Geopolitical - Agencies,North Dakota Agencies,State Historical Society of North Dakota,,FALSE
en-US,Geopolitical - Agencies,Ohio Agencies,Ohio Department of Administrative Services,,FALSE
en-US,Geopolitical - Agencies,Ohio Agencies,Ohio Department of Aging,,FALSE
en-US,Geopolitical - Agencies,Ohio Agencies,Ohio Department of Agriculture,,FALSE
en-US,Geopolitical - Agencies,Ohio Agencies,Ohio Department of Commerce,,FALSE
en-US,Geopolitical - Agencies,Ohio Agencies,Ohio Department of Education,,FALSE
en-US,Geopolitical - Agencies,Ohio Agencies,Ohio Environmental Protection Agency,,FALSE
en-US,Geopolitical - Agencies,Ohio Agencies,Ohio Department of Health,,FALSE
en-US,Geopolitical - Agencies,Ohio Agencies,Ohio Department of Insurance,,FALSE
en-US,Geopolitical - Agencies,Ohio Agencies,Ohio Department of Job and Family Services,,FALSE
en-US,Geopolitical - Agencies,Ohio Agencies,Ohio Department of Natural Resources,,FALSE
en-US,Geopolitical - Agencies,Ohio Agencies,Ohio Arts Council,,FALSE
en-US,Geopolitical - Agencies,Ohio Agencies,Ohio Casino Control Commission,,FALSE
en-US,Geopolitical - Agencies,Ohio Agencies,Ohio Commission on Dispute Resolution and Conflict Management,,FALSE
en-US,Geopolitical - Agencies,Ohio Agencies,Ohio Department of Public Safety,,FALSE
en-US,Geopolitical - Agencies,Ohio Agencies,Ohio Department of Rehabilitation and Correction,,FALSE
en-US,Geopolitical - Agencies,Ohio Agencies,Ohio Department of Taxation,,FALSE
en-US,Geopolitical - Agencies,Ohio Agencies,Ohio Department of Transportation,,FALSE
en-US,Geopolitical - Agencies,Ohio Agencies,Ohio Department of Veterans Services,,FALSE
en-US,Geopolitical - Agencies,Ohio Agencies,Ohio Department of Youth Services,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Aeronautics Commission,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,"Oklahoma Department of Agriculture, Food, and Forestry",,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma State Banking Department,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma State Bond Advisor,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Capitol Improvement Authority,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Department of Central Services,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Department of Commerce,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Conservation Commission,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Department of Consumer Credit,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma State Regents for Higher Education,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma State Department of Education,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Employment Security Commission,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Secretary of Energy,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Secretary of the Environment,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Department of Environmental Quality,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma State Board of Equalization,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Ethics Commission,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Office of Management and Enterprise Services,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Council on Firefighter Training,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Firefighters Pension and Retirement System,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Health Care Authority,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma State Department of Health,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Department of Human Services,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Department of Insurance,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Department of Labor,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Commissioners of the Land Office,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Department of Libraries,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Marginal Wells Commission,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Department of Mental Health and Substance Abuse Services,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Military Department,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Department of Mines,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Nigh Commission,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Office of Educational Quality and Accountability,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Merit Protection Commission,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Office of Personnel Management,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Council on Law Enforcement Education and Training,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Educational Television Authority,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Energy Resources Board,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Historical Society,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Public Employees Retirement System,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Space Industry Development Authority,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Teachers' Retirement System,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma State Pension Commission,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Police Pension and Retirement System,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Department of Rehabilitation Services,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Center for the Advancement of Science and Technology,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Department of Securities,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Tax Commission,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Tobacco Settlement Endowment Trust,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Department of Tourism and Recreation,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Department of Transportation,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Department of Veterans Affairs,,FALSE
en-US,Geopolitical - Agencies,Oklahoma Agencies,Oklahoma Water Resources Board,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Department of Administrative Services,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Department of Agriculture,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon State Archives,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Arts Commission,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Department of Aviation,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon State Bar,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Business Development Department,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon State Capitol Foundation,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Office of Community Colleges and Workforce Development,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Department of Consumer and Business Services,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Criminal Justice Commission,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Office of Degree Authorization,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Economic and Community Development Department,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Department of Education,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon State Elections Division,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Employment Department,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Department of Energy,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Department of Environmental Quality,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon State Fair,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Department of Fish and Wildlife,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Forest Resources Institute,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Board of Forestry,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Department of Forestry,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon State Board of Geologist Examiners,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Department of Geology and Mineral Industries,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Government Ethics Commission,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Health Authority,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Hillcrest Youth Correctional Facility,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Housing and Community Services Department,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Department of Human Services,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Department of Justice,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Bureau of Labor and Industries,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Department of Land Conservation and Development,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Department of State Lands,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon State Library,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Liquor Control Commission,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Medical Board,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Military Department,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Occupational Safety and Health Division,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Early Learning Division,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Higher Education Coordinating Commission,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Office of University Coordination,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Psychiatric Security Review Board,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon State Board of Education,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Teachers Standards and Practices Commission,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Youth Development Division,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon's Chief Education Office,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Parks and Recreation Department,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Performance Reporting Information System,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Public Employees Retirement System,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon PHL/DEQ Laboratories,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Department of Public Safety Standards and Training,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Public Utility Commission,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Department of Revenue,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Office of Student Access and Completion,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Sustainability Board,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Tourism Commission,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Department of Transportation,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Department of Veterans' Affairs,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Water Resources Department,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Wine Board,,FALSE
en-US,Geopolitical - Agencies,Oregon Agencies,Oregon Youth Authority,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania CareerLink,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania DCNR rangers,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Department of Conservation and Natural Resources,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Delaware Valley Regional Planning Commission,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Department of Military and Veterans Affairs,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Department of Environmental Protection,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Gaming Control Board,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Department of General Services,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Independent Regulatory Review Commission,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Liquor Control Board,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Army National Guard,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Board of Probation and Parole,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Capitol Police,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Department of Aging,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Department of Agriculture,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Department of Banking,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Department of Community and Economic Development,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Department of Corrections,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Department of Drug and Alcohol Programs,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Department of Education,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Department of Health,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Department of Human Services,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Department of Labor and Industry,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Department of State,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Emergency Management Agency,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Fish and Boat Commission,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Game Commission,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Historical and Museum Commission,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Housing Finance Agency,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Insurance Department,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Natural Heritage Program,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Office of Administration,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Office of General Counsel,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Office of Open Records,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Public Television Network,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Public Utility Commission,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania State Board of Censors,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania State Ethics Commission,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Port of Pittsburgh,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Department of Revenue,,FALSE
en-US,Geopolitical - Agencies,Pennsylvania Agencies,Pennsylvania Patient Safety Authority,,FALSE
